tempoInicio,tempoDigitando,user,codExperimento,peticao,horarioRecebido
00:56:39,00:52:20,1662,1.0,"Do Mérito
Observe Excelência que no caso em comento, cofnrome dito pelo próprio banco afirmações que indicam ser impossivel com vias mecânicas por força humana, causar dano ao patrimônio do banco, sendo classificado então como crime impossivel, nos termos do Art. 17 do Código Penal, também possuindo arcabouço nas recentes decisões do Tribunal Superior de Justiça - STJ, conforme abaixo:
PENAL E PROCESSO PENAL. HABEAS CORPUS. POSSE ILEGAL DE ARMA DE FOGO COM A NUMERAÇÃO RASPADA. INEFICÁCIA DA ARMA ATESTADA POR LAUDO PERICIAL. AUSÊNCIA DE POTENCIALIDADE LESIVA. CRIME IMPOSSÍVEL. ATIPICIDADE DA CONDUTA. ABSOLVIÇÃO. ORDEM CONCEDIDA. 1. A Terceira Seção desta Corte pacificou entendimento no sentido de que o tipo penal de posse ou porte ilegal de arma de fogo cuida-se de delito de mera conduta ou de perigo abstrato, sendo irrelevante a demonstração de seu efetivo caráter ofensivo. 2. Na hipótese, contudo, em que demonstrada por laudo pericial a total ineficácia da arma de fogo (inapta a disparar), deve ser reconhecida a atipicidade da conduta perpetrada, diante da ausência de afetação do bem jurídico incolumidade pública, tratando-se de crime impossível pela ineficácia absoluta do meio. 3. Ordem concedida.


Não sendo acolhido o crime impossivel em virtude da perícia, pugna - se que acate a desistência voluntária, nos termos do Art. 15 do Código Penal, ou seja, a desistencia voluntária.
","09/11/2023, 22:36:13"
00:24:17,00:21:30,1662,0.0,"II- Do Mérito



A ação penal movida pela denúncia Ministério Público, trata-se de uma prisão em flagrante, nas sanções previstas no artigo 155, § 4º, incisos I e IV, e do Art. 14, inciso II, ambos do Código Penal.


Segundo os próprios réus, eles usaram serras e chaves de fenda para tentar quebrar as ferragens da caixa registradora e abrir os parafusos, mas após cerca de 30 minutos na agência, deixaram apenas arranhões na proteção de aço existente, razão pela qual eles pararam de atuar e deixaram o local.


Junto aos autos encontra-se ofício do Banco Peixe informando ao juízo que a estrutura do caixa eletrônico era de aço e resistiu a impactos mecânicos por força humana, e que os réus não danificaram a estrutura do caixa eletrônico.


Uma vez que os meios que os réus utilizaram eram absolutamente impossiveis de realizar o arrombamento do caixa eletrônico, não há do que se falar em crime, pois é um crime impossivel, nos termos do artigo 17 do Código Penal:


                     Art. 17- Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade doobjeto, é impossível consumar-se o crime.


Ainda assim, é necessário mencionar também que os réus desistiram voluntariamente, apesar de terem outros tipos de  equipamentos em sua posse, como a serra, a chave de fendas e o alicate; sendo assim não esgotaram todas as possibilidades e renunciaram ao delito pelas suas próprias circunstâncias sem qualquer dedução, ou seja, a desistência voluntária do arguido nos termos do artigo 15 o CP.


Art. 15 - O agente que, voluntariamente, desiste de prosseguir na execução ou impede que o resultado se produza, só responde pelos atos já praticados.


Subsidiariamente, pleiteia-se a desclassificação do crime, havendo uma acusação errada, pois não houve rompimento de obstáculo, por ser impossível a realização do arrombamento do caixa eletrônico com força humana. 


O que impõe o decote da qualificadora. Nos termos do Art. 158, do CPP, a incidência da qualificadora depende de realização de perícia, a qual só pode ser dispensada por motivo devidamente fundamentado, o que não ocorreu nos autos. 


Era ônus da acusação a comprovação de efetivo rompimento do obstáculo, sendo devida indevida a sua incidência.


Ainda, em caso de condenação, deve-se pleitear o reconhecimento da confissão espotânea, pois no interrogatório dos réus, confessaram a tentativa de arrombamento do Caixa eletrônico, conforme o artigo 65, inciso III, alínea d, do CP.





","09/11/2023, 22:47:47"
00:28:53,00:20:34,1662,0.0,"Do Mérito:


Sabe -se que os réus do caso em questão a todo momento foram monitorados por câmeras de seguranças, não obtendo êxitos ao tentarem furtar o Banco Peixe.
Nesta toada, insta destacar, Excelência, que trata-se de crime impossível, conforme narra o artigo 17 do CP. 
''Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime''

Destaca-se que não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta improbidade do objeto, é impossível consumar-se o crime, ou seja, trazendo pro ambito do caso em questão, os reus jamais conseguiriam exito em suas tentativas de furto, não podendo se falar em punição para os mesmos.","09/11/2023, 22:48:25"
00:30:17,00:29:11,1662,0.0,"1) DO DIREITO
 De incio vamos começar pelas provas por nós oferecidas, foi juntado aos autos um ofício do Banco Peixe, que informou ao Juízo que a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, e que os acusados não lograram danificar a estrutura do caixa eletrônico, logo, temos em vista um crime impossível, aquele assegurado no art. 17 do Código Penal, que é, a impossibilidade de conclusão do ato ilícito, ou seja, a pessoa utiliza meio ineficaz ou volta-se contra objetos impróprios, o que torna impossível a consumação do crime.
Não houve a consumação do crime, não podendo se atribuir um crime a algo que não foi consumado. 
Em seguida, temos um dos princípios mais importantes do nosso ordenamnto jurídico, o princípio da insignificância, ele decorre do entendimento de que o direito penal não deve se preocupar com condutas em que o resultado não é suficientemente grave a ponto de não haver necessidade de punir o agente nem de se recorrer aos meios judiciais, logo, uma tentativa de uma suposta tentativa de furto, em que não é furtado nada, muito menos danificado algo, não é matéria de suficiente respaldo jurídico. A atipicidade ou conduta atípica consiste, como o próprio termo sugere, na ausência de tipicidade. Não havendo tipicidade, inexiste fato típico e, consequentemente, não há crime, devendo o réu ser absolvido, isso com base no artigo 386, inciso III do Código de Processo Penal. 
Diante do exposto, temos certeza de que Ricardo e Roberto devem ser absolvidos sumariamente das acusações proferidas pelo Ministério Público, visto que não houve um crime, não houve uma efetiva consumação e sim, uma inexist^ncia de danos.
Caso não seja acatado a absolvição, que seja deverida penas alternativas, como a prestação de serviços a comunidade ou a entidades públicas.  

","09/11/2023, 22:48:35"
00:30:14,00:29:24,1662,0.0,"Do Direito 


Tem-se no caso que os réus Sr. Ricardo e Sr. Roberto foram flagrados por tentativa de furto em uma agência bancária. Nos fatos narrados, é dito que o material dos caixas eletônicos, é muito resistente e que não poderia ser danificado por instrumentos de força humana, fato corroborado pelas provas oráis que afirmam que os réus apenas realizaram arranhões na estrutura dos caixas eletrônicos, não chegando a danificá-los de forma severa.


Por conta disso, vejo a possibilidade da compatibilidade do caso concreto com o princípio da insignificância, tendo em vista que o crime nunca chegou a ser consumado de fato, os caixas eletrônicos não foram danificados de forma severa e os agentes desistiram da prática do delito.



","09/11/2023, 22:48:41"
00:34:22,00:00:00,1662,0.0,Digite sua petição aqui.,"09/11/2023, 22:48:45"
00:30:29,00:18:48,1662,0.0,"Do mérito: 


Do Crime Impossível 


O art. 17 do Código Penal trás em sua redação que não se pune a tentativa de um crime que não foi realizado por indeficácia do meio. 


""Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime""


Temos no caso em tela, tratar-se sobre um crime que não fora consumado tendo em vista que os meios para sua realização foram ineficazes, conforme relata em oitiva os acusados, Roberto e Ricardo, corroborando também o oficio juntado pelo Banco Peixe, o qual narra não ter sido danificada a estrutura do caixa. 


Ora Excelência, o crime não foi consumado, então não podemos falar em punir nem mesmo a tentiva do crime de furto, o qual foram acusados,considerando a ineficacia absoluta do meio que foi utilizado para tentar cometer o crime do art. 155 do Código Penal. 


Pois bem, analisando a fundo, observa-se que o Banco Peixe informou ao Juizo que o caixa eletronico é de aço, sendo imune à força humana, como o que fora utilizado (serrote, alicate e chave de fenda), são meios inapropriados para danificar o caixa. ","09/11/2023, 22:49:05"
00:55:57,00:26:21,1662,1.0,"EXCELENTÍSSIMO SENHOR DOUTOR JUIZ DE DIREITO DA 5° VARA CRIMINAL DE BARNEBEU-CN

ALEGAÇÕES FINAIS POR MEMORIAIS

DA DEFESA TÉCNICA E DO DIREITO

O art. 17, do CPB afirma que Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime.

Nesta senda, deve ser considerado que os acusados por mais que tentassem efetivar o furto do caixa eletrônico nunca concretizariam a ação pois, como o próprio banco salientou a caixa forte do caixa eletrônico é imune a ação mecânica por força humana, logo seria impossível danificar a estrutura com serrotes e chaves de fenda.

Diante do exposto, pelos fundamentos acima alinhado, deve o juízo declarar a absolvição dos acusados nos termos do art. 386, inciso III, do CPP, tendo em vista que o fato narrado não constitui infração penal.

DA TESE SUBSIDIARIA

Em caso de entendimento diverso pelo juízo, pede que seja aplicada a pena em seu mínimo legal, que a acusada possa recorrer em liberdade tendo em vista as circunstâncias judiciais favoráveis do art. 59 do CPB e que seja considerada a confissão espontânea perante o juízo como atenuante da pena.


","09/11/2023, 22:50:37"
00:27:57,00:14:33,1662,0.0,"DO DIREITO


Na condição de réu, arguido no artigo 157, caput, II, VII, § 2°, II do Código Penal, ao tentar adentrar, por meio do uso de força e de arma branca (serrote e chave de fenda), a agência bancária, onde foi pegue em flagrante pela Policia Militar, junto a seu companheiro no cometimento do crime. 
Todavia, é fato que durante a execução do ato infracional, o réu, voluntariamente, desistiu de prosseguir com a pratica criminosa, recaindo sobre um novo expectro da lei penal, exprimindo o art. 15 do Código Penal, o qual retrata da Desistência Voluntaria. 
Logo, a parte ré, responderia apenas pela infranção a qual já fora praticada, mas não àquela já praticada, está que difere de Roubo, art. 157, mas uma infranção mais moderada.

","09/11/2023, 22:53:01"
00:25:07,00:16:36,1662,0.0,"Os réus foram avistados de posse de equipamentos tipo serrote, chave de fenda e alicate na tentativa de violação do caixa eletrônico da agengia bancária, porém seundo aos lados do próprio banco, sendo impossível obteção de exito por meios mecânicos, ou seja, jamais os suspeitos conseguiriam violar o lacre, podendo constatar um crime impossível nos termos do Art. 17 CP.


Tratando-se de um crime impossível, não devem pagar pelo ato tentado, não sendo acolhido a tese de crime impossível, deve ser acolhido o pedido de desistência voluntária, uma vez que os indiciados antes de obter sucesso em sua empreitada, desistiram de concluir o ato delituoso.


Acolhendo então a tese de desistência voluntária nos termos do Art. 15 do CP.


 ","09/11/2023, 22:57:26"
00:43:12,00:27:05,1662,0.0,"MÉRITO


Prevê que o art. 155 do Código Penal que pratica o crime de furto aquele que subtrai coisa alheia móvel. Entretanto, sempre que um crime não se consuma é importante estabelecer se houve o arrependimento eficaz, desistência voluntária ou tentativa, sendo que o animus é o que deve prevalecer.


Consubstanciando-se NAS PROVAS DOS AUTOS, deve ser observado o instituto da desistência voluntária. Diante que os agentes buscaram o resultado, mas de maneira voluntária desistiram ainda na prática dos atos de execução, não se utilizando de todos os meios que estavam ao seu alcance para que o crime se consumasse. 


Consoantemente as filmagens das camêras de segurança do local, ainda que a dupla estivesse na posse de instrumentos perigosos como serrote, chave de fenda e alicate. Ademais, contasse com 30 minutos livremente para executar a ação. Os investigados abandonaram o ato,  momento em que, já ao lado de fora, foram abordados pelos policiais militares


Desta forma novamente há que se falar que o acusado deve responder apenas pelos atos praticados, ou seja, pela crime de furto de forma concursal e com a qualificadora de destruição ou rompimento de obstáculo à subtração da coisa; como se verá adiante.


Subsidiariamente, caso Vossa Excelência entenda pela condenação, Na 2a fase da dosimetria da pena, requer sejam reconhecidas as atenuantes da confissão espontânea nos moldes do art. 65, III, “d”, do 65 Código Penal.
Na 3a fase, deve ser reconhecido da causa de diminuição de pena decorrente do instituto da desistencia voluntaria, conforme art. 15 do Código Penal.
Por fim, caso seja aplicada pena privativa de liberdade, requer a substituição por restritiva de direitos, pois preenchidos os requisitos do art.44 do Código Penal, ou a suspensão condicional da pena, nos moldesdo art. 77 do Código Penal.

","09/11/2023, 22:57:41"
00:32:50,00:19:04,1662,0.0,"existe sim a consumação de tentativa de furto de acordo com o art. 14 C.P.  
Mas os denuciados , confessou espontâneamente os delitos , isso já atenui a tentativa . 



OS DENUNCIADOS ESTÃO SENDO DENUCIADOS PELO SUPOSTO ART. 155 , PARAGRAFO 4 , INCISO I E IV 


  Art. 155 - Subtrair, para si ou para outrem, coisa alheia móvel:

Furto qualificado

§ 4º - A pena é de reclusão de dois a oito anos, e multa, se o crime é cometido:

I - com destruição ou rompimento de obstáculo à subtração da coisa;

II - com abuso de confiança, ou mediante fraude, escalada ou destreza;

III - com emprego de chave falsa;

IV - mediante concurso de duas ou mais pessoas

 Primeiramente não teve furto , OUVE A TENTATIVA  , NÃO HOUVE A DESTRUIÇÃO DE PATRIMÔNIO . 

COMO DIZ NOS AUTOS Pelo o proprio "" banco peixe "". 

segue o anexo:  foi juntado aos autos um ofício do Banco Peixe, que informou ao Juízo que a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, e que os acusados não lograram danificar a estrutura do caixa eletrônico.

não houve dano ao banco do peixe . então a peça acusatoria existe uma inercia.

peço-lhe a a absolvição sumária , nos moldes do acordo com o art. 397 inciso IV , do C.P.P. 
","09/11/2023, 22:57:48"
